RowNumber,CustomerId,Surname,Geography,HasCrCard,IsActiveMember,Gender,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Exited
2313,15724223,Bronner,France,0,0,Female,545,55,5,0,1,10034.77,1
2314,15644621,Mironova,Germany,1,0,Female,597,40,9,106756.01,2,151167.94,0
2315,15756056,Ku,Spain,1,0,Female,561,28,3,0,2,191387.76,0
2316,15700353,Evans,France,1,0,Female,662,37,6,0,2,51229.17,0
2317,15624388,Henderson,Germany,1,1,Female,649,50,5,155393.32,1,87351.42,1
2318,15627212,Smith,France,1,1,Female,630,36,2,110414.48,1,48984.95,0
2319,15648005,Russell,Spain,1,1,Male,672,33,2,0,2,182738,0
2320,15681446,Sun,Germany,1,1,Female,636,37,9,157098.52,1,153535.27,0
2321,15775888,McDonald,Germany,1,1,Female,593,38,5,85626.6,1,125079.65,0
2322,15749019,Wong,Germany,1,1,Male,545,45,6,93796.42,2,162321.26,0
2323,15709928,Niu,Spain,1,0,Female,567,41,1,0,2,3414.72,0
2324,15784676,Fanucci,France,1,0,Male,583,51,6,125268.03,2,165082.25,0
2325,15748116,Zetticci,France,1,1,Female,681,29,2,148143.84,1,52021.39,0
2326,15612193,Hsia,Spain,1,0,Male,762,29,10,115545.33,2,148256.43,0
2327,15762984,McIntosh,Spain,0,0,Male,648,35,7,0,2,122899.01,0
2328,15613713,Kozlova,France,1,1,Male,644,30,5,44928.88,1,10771.46,0
2329,15664204,Meany,Spain,1,1,Male,706,29,2,0,2,18255.51,0
2330,15639415,Thompson,France,1,0,Male,850,35,3,162442.35,1,183566.78,0
2331,15806332,Le Gallienne,Spain,1,1,Female,484,39,5,0,2,175224.12,0
2332,15614929,Cheng,Germany,1,0,Male,508,28,0,96213.82,2,147913.56,0
2333,15695492,P'eng,France,1,0,Female,439,29,6,156569.43,1,180598.66,0
2334,15635972,Lloyd,Spain,1,0,Male,484,36,8,0,2,186136.48,0
2335,15616380,Wheeler,Spain,0,0,Female,803,37,1,0,2,7455.2,0
2336,15581440,Christie,Germany,1,1,Female,724,48,6,110463.25,2,80552.11,1
2337,15654390,He,France,1,0,Male,640,33,7,154575.76,1,25722.28,1
2338,15660688,King,Spain,0,0,Female,701,35,9,0,2,170996.86,0
2339,15806307,Favors,France,1,1,Male,537,37,3,0,2,20603.32,0
2340,15647975,Vida,Germany,0,0,Male,651,26,5,147037.32,1,141763.26,0
2341,15595728,Thomas,Germany,0,0,Male,523,41,0,119276.31,1,122284.38,1
2342,15735388,Wayn,France,1,0,Female,717,25,7,108664.85,2,190011.85,0
2343,15788535,Tan,Spain,1,0,Male,593,44,5,0,1,128046.98,0
2344,15765902,Gibson,Germany,1,1,Male,706,38,5,163034.82,2,135662.17,0
2345,15642345,Y?,Germany,1,0,Female,714,49,4,93059.34,1,7571.51,1
2346,15641250,Calabresi,Spain,1,0,Male,794,38,9,179581.31,1,23596.24,0
2347,15706163,Enyinnaya,Germany,0,0,Male,518,46,4,113625.93,1,92727.42,1
2348,15746708,Ritchie,Germany,1,0,Male,589,55,7,119961.48,1,65156.83,1
2349,15775203,Chia,France,0,0,Male,824,45,3,129209.48,1,60151.77,0
2350,15787907,Wang,Germany,1,0,Female,719,42,5,137227.04,3,149097.38,1
2351,15646764,Lorenzo,Germany,1,0,Female,617,58,3,119024.75,2,35199.24,1
2352,15678284,Pai,France,1,0,Male,651,35,7,74623.5,3,129451.29,1
2353,15726791,Nuttall,Spain,1,1,Female,637,45,2,157929.45,1,145134.49,1
2354,15813144,Osborne,France,1,0,Female,554,26,7,92606.86,2,192709.69,0
2355,15669342,Ferri,Germany,1,0,Male,731,35,2,127862.93,2,139083.7,0
2356,15710366,Hamilton,Spain,1,1,Female,569,42,1,0,1,83629.6,1
2357,15614934,McEwan,Germany,1,0,Female,625,37,4,142711.81,1,35625.41,0
2358,15588701,Lai,France,1,0,Female,592,38,4,0,2,35338.96,0
2359,15665438,Hs?,France,0,1,Male,669,43,1,163159.85,1,15602.8,0
2360,15644896,Thompson,Germany,1,1,Male,663,32,3,108586.86,1,182355.21,0
2361,15670205,Boyd,Germany,1,0,Female,518,41,5,110624.99,1,89327.67,0
2362,15635776,Trevisani,Germany,1,1,Female,686,43,5,154846.24,2,151903.6,0
2363,15791053,Lucciano,Germany,1,1,Male,709,45,4,122917.71,1,11.58,1
2364,15644005,Holman,France,0,1,Female,571,33,9,0,2,77519.62,0
2365,15796343,Bazhenov,France,0,0,Female,707,31,2,82787.93,2,91423.69,0
2366,15751057,Douglas,Germany,0,0,Male,701,32,5,102500.34,1,106287.77,0
2367,15623430,Hill,France,1,0,Male,672,34,9,0,2,161800.77,0
2368,15682600,Lo,Germany,1,0,Male,620,39,9,159492.79,1,80582.34,1
2369,15769312,Forbes,Spain,1,1,Male,557,48,10,0,2,185094.48,0
2370,15708212,Lin,Spain,1,0,Female,648,54,7,118241.02,1,172586.89,1
2371,15650258,Sinclair,France,1,0,Female,479,35,2,113090.4,1,195649.79,0
2372,15604345,Kemp,France,1,1,Female,730,22,9,65763.57,1,145792.01,0
2373,15578297,Ebelegbulam,Germany,1,0,Female,737,43,1,125537.38,1,138510.01,1
2374,15671789,Woods,France,1,0,Male,616,31,3,94263.91,2,168895.06,0
2375,15726186,Genovese,Spain,1,0,Male,639,29,4,133434.57,2,97983.44,0
2376,15764618,Tseng,Spain,1,1,Female,815,39,6,0,1,85167.88,0
2377,15730738,Chiang,Spain,1,1,Male,786,31,9,0,2,18210.36,0
2378,15637650,Williams,France,0,1,Male,549,50,9,94748.76,2,13608.18,0
2379,15606267,Wilson,France,1,1,Female,622,38,4,98640.74,1,110457.99,0
2380,15625904,Wang,France,0,0,Male,624,26,9,74681.9,2,31231.35,0
2381,15654463,Moore,France,1,0,Male,841,34,4,0,2,141582.66,0
2382,15774151,Iadanza,Spain,0,0,Female,614,41,7,179915.85,1,14666.35,1
2383,15693259,Wallace,France,1,1,Male,676,30,1,128207.23,1,55400.17,0
2384,15642468,Clark,France,0,0,Male,697,42,9,132739.26,2,174667.65,0
2385,15758531,Y?,France,1,0,Female,732,40,10,0,2,154189.08,0
2386,15728352,Yermakov,France,0,0,Male,623,27,4,120509.81,1,142170.44,0
2387,15637240,Wei,France,1,0,Male,541,46,4,124547.13,2,94499.06,0
2388,15595588,Chukwunonso,Spain,0,1,Female,773,39,4,0,2,182081.45,0
2389,15778395,McIntyre,Germany,1,0,Male,762,34,4,88815.56,2,68562.26,1
2390,15711825,Ts'ai,Spain,1,0,Female,655,35,1,82231.51,2,88798.02,0
2391,15599251,Chung,Germany,1,0,Male,602,32,7,184715.86,2,113781.99,0
2392,15570004,Tsou,France,1,0,Male,850,31,3,0,2,121866.87,0
2393,15656912,Aitken,Spain,1,1,Male,649,51,4,0,1,150390.57,0
2394,15657342,Dawson,Germany,1,0,Male,850,28,4,147972.19,1,60708.72,1
2395,15716284,Ward,France,1,1,Male,543,43,9,0,2,78858.07,0
2396,15672374,Pai,France,0,0,Male,672,52,8,170008.84,1,56407.42,1
2397,15732476,Ifeanyichukwu,France,0,1,Female,600,27,3,0,2,125698.97,0
2398,15747724,Briggs,Spain,1,0,Female,671,34,10,0,1,23235.38,0
2399,15633877,Morrison,Spain,1,1,Female,706,42,8,95386.82,1,75732.25,0
2400,15672516,Wall,Germany,1,0,Male,541,51,7,90373.28,2,179861.79,0
2401,15607827,Nebechukwu,Germany,1,1,Male,711,34,4,133467.77,2,42976.64,0
2402,15751336,Yao,Spain,0,1,Male,630,30,3,0,2,10486.69,0
2403,15646539,Liao,France,1,0,Male,531,31,3,96288.26,1,56794.73,0
2404,15756901,Ch'ang,France,0,1,Female,641,26,4,91547.84,2,28157.34,0
2405,15809286,Burke,Germany,0,0,Male,631,37,8,138292.64,2,152422.91,1
2406,15759021,Kay,France,1,0,Male,685,35,9,0,1,167033.83,0
2407,15725039,McIntyre,Spain,1,1,Male,702,32,8,71667.74,1,126082.18,0
2408,15579130,Chidiegwu,Germany,1,0,Female,708,43,0,118994.84,1,181499.77,1
2409,15754112,Musgrove,Spain,1,1,Male,653,55,7,0,2,41967.03,0
2410,15735522,Boulger,Germany,0,0,Male,654,37,2,145610.07,2,186300.59,0
2411,15613326,Gow,France,1,0,Female,596,33,1,138162.81,1,85412.54,0
2412,15739502,Amaechi,Germany,1,1,Female,549,31,9,135020.21,2,23343.18,0
2413,15670914,Robe,France,1,0,Male,754,38,2,0,2,180698.32,0
2414,15604073,Bibi,Germany,1,1,Female,815,25,8,135161.67,1,136071.05,0
2415,15806027,Niu,France,1,0,Female,556,52,9,0,1,175149.2,1
2416,15574886,Palerma,France,1,1,Male,706,32,6,94486.47,1,146949.74,0
2417,15707120,Cocci,France,1,0,Male,850,46,9,117640.39,1,88920.68,0
2418,15800845,Artemieva,Spain,1,1,Female,732,33,8,111379.55,1,45098.62,0
2419,15603914,Arcuri,France,1,1,Male,614,40,6,0,1,20339.79,1
2420,15722765,Owen,Spain,0,1,Female,580,57,0,136820.99,1,108528.74,0
2421,15783305,Franklin,France,1,0,Female,593,46,7,98752.51,1,145560.38,0
2422,15574842,Lorenzo,Germany,1,1,Female,653,25,2,158266.42,3,199357.24,0
2423,15607837,Muriel,France,1,1,Female,746,29,4,105599.67,1,43106.17,0
2424,15714877,MacDevitt,France,1,0,Female,662,29,10,0,2,137508.31,0
2425,15782941,Chijindum,France,1,1,Male,573,31,2,0,2,91957.39,0
2426,15630167,Gibson,Spain,1,1,Female,684,39,4,139723.9,1,120612.11,0
2427,15759038,Whitehead,France,1,0,Female,793,41,3,141806.46,1,102921.17,0
2428,15661821,Johnstone,Germany,1,1,Female,798,49,5,132571.67,1,31686.33,1
2429,15728006,Endrizzi,France,1,0,Male,524,40,2,180516.9,1,180002.42,0
2430,15712176,Burke,France,1,1,Male,816,31,8,0,2,28407.4,0
2431,15689351,Johnson,Germany,0,1,Female,742,41,4,92805.72,1,73743.95,1
2432,15782247,Yeh,France,1,1,Male,540,22,4,0,3,186233.26,1
2433,15769064,Marshall,Germany,1,0,Male,537,39,3,135309.36,1,31728.86,1
2434,15718153,Kao,Spain,1,1,Female,759,74,6,128917.84,1,48244.64,0
2435,15613189,Browne,France,1,0,Female,774,52,2,56580.93,1,113266.28,1
2436,15661734,Taylor,Germany,1,0,Male,608,42,8,131390.75,2,71178.09,0
2437,15592645,Gibbons,Spain,0,0,Male,704,37,4,0,2,25684.93,0
2438,15768387,Nott,France,0,0,Male,581,41,8,0,2,29737.14,0
2439,15792525,Lei,Germany,1,1,Female,628,61,1,97361.66,1,149922.38,1
2440,15586976,Alexeeva,France,1,0,Female,566,42,6,0,1,180702.12,1
2441,15790659,Sheets,Spain,0,1,Male,701,59,7,0,2,27597.59,0
2442,15691446,Tokaryev,Spain,1,1,Male,735,29,10,0,2,95025.27,0
2443,15772632,Ts'ui,France,1,0,Female,680,34,1,0,2,167035.07,0
2444,15706587,Johnston,France,0,1,Male,560,57,0,0,2,116781.71,0
2445,15572461,Kung,Germany,0,0,Female,663,29,4,102714.65,2,21170.81,0
2446,15654409,Unwin,France,1,1,Female,665,34,5,67816.72,1,29641.58,0
2447,15568025,Hsueh,France,1,1,Male,758,51,8,81710.46,1,116520.07,0
2448,15715769,Hao,France,0,1,Male,621,26,2,75237.54,1,44220.4,0
2449,15667458,L?,Germany,1,0,Male,764,28,10,124023.18,1,166188.28,0
2450,15567980,Frater,Germany,0,1,Female,537,46,5,100727.5,1,140857.76,1
2451,15679294,Brennan,France,1,0,Female,589,46,10,107238.85,2,37024.28,0
2452,15606507,Pisani,France,1,0,Male,555,24,5,0,2,27513.47,0
2453,15578825,Golubev,France,1,0,Female,734,29,0,139994.66,1,17744.72,0
2454,15619935,Vanmeter,Spain,1,1,Female,783,59,9,126224.87,1,4423.63,0
2455,15636089,Hs?,Germany,0,0,Female,678,51,1,145751.03,1,109718.44,1
2456,15727490,Scott,France,0,1,Male,661,47,5,0,1,107243.31,1
2457,15591766,Crawford,Spain,0,1,Female,607,25,4,121166.89,1,115288.24,0
2458,15641629,P'eng,Spain,0,1,Female,537,38,1,0,2,41233.97,0
2459,15813303,Rearick,Spain,1,1,Male,513,88,10,0,2,52952.24,0
2460,15756920,Genovesi,France,0,0,Male,576,63,9,70655.48,1,78955.8,1
2461,15726403,Glenny,Germany,1,0,Male,660,41,1,129901.21,1,26025.6,1
2462,15592765,Marks,France,1,1,Male,637,40,8,125470.81,1,174536.17,0
2463,15704442,Fleming,France,1,1,Female,672,53,9,169406.33,4,147311.47,1
2464,15641136,Davison,France,0,1,Male,629,32,2,0,2,77965.44,0
2465,15725818,Chibuzo,Germany,1,1,Male,583,40,4,107041.3,1,5635.63,0
2466,15612071,Wilson,Spain,0,1,Female,763,32,10,95153.77,1,81310.1,0
2467,15719809,Endrizzi,Germany,0,0,Male,516,32,3,145166.09,2,111421.45,0
2468,15716518,Yuryeva,France,0,0,Female,617,27,4,0,2,190269.21,0
2469,15742210,Ugochukwu,France,1,1,Male,700,38,9,65962.63,1,100950.48,0
2470,15630617,Lo Duca,Germany,1,1,Male,727,36,6,140418.81,1,113033.73,1
2471,15720838,Gallo,Spain,0,1,Female,689,31,3,139799.63,1,120663.57,0
2472,15595537,Trout,Germany,1,0,Male,626,49,9,171787.84,2,187192.23,0
2473,15623196,Morley,France,1,1,Male,686,38,6,149238.97,1,97825.23,0
2474,15679249,Chou,Germany,1,0,Female,351,57,4,163146.46,1,169621.69,1
2475,15693199,Shao,France,1,0,Female,739,37,8,0,2,191557.1,1
2476,15661219,Trentino,France,1,0,Male,627,32,10,0,2,103287.62,0
2477,15617136,Mazzanti,Germany,1,1,Female,451,38,9,61482.47,1,167538.66,0
2478,15760294,Endrizzi,France,1,0,Female,512,41,8,145150.28,1,64869.32,1
2479,15652808,Monaldo,France,1,0,Female,774,41,5,126670.37,1,102426.06,0
2480,15657139,Otutodilinna,France,0,1,Female,652,40,8,84390.8,2,107876.2,0
2481,15803790,Allen,Germany,1,1,Male,638,37,2,89728.86,2,37294.88,0
2482,15764105,Milne,France,1,0,Female,475,57,1,0,2,89248.99,0
2483,15672610,Somadina,Spain,0,0,Male,567,40,4,118628.8,1,91973.63,0
2484,15766896,Chieloka,France,1,0,Male,750,37,3,0,2,16870.2,0
2485,15587735,Chukwuebuka,France,1,1,Male,850,39,6,96863.13,1,121681.19,0
2486,15659501,Chioke,France,0,1,Female,753,38,6,142263.45,1,33730.43,0
2487,15745001,Kovalev,Spain,1,0,Female,683,36,7,0,2,104786.59,0
2488,15651140,Doherty,France,1,0,Female,710,32,3,0,1,94790.34,0
2489,15571148,Baranov,Spain,0,0,Female,645,21,1,0,2,28726.07,0
2490,15776824,Rossi,France,1,1,Male,714,28,6,122724.37,1,67057.27,0
2491,15633141,Robinson,Germany,1,0,Female,696,35,4,174902.26,1,69079.85,0
2492,15764174,Bidencope,Spain,1,1,Female,612,26,4,0,2,179780.74,0
2493,15778155,T'ien,Germany,1,1,Female,520,31,3,108914.17,1,183572.39,1
2494,15715920,De Bernales,Spain,1,1,Male,782,23,10,98052.66,1,142587.32,0
2495,15671917,Wade,France,1,1,Male,666,46,5,123873.19,1,177844.06,0
2496,15666548,Chung,Germany,1,0,Female,466,56,2,111920.13,3,197634.11,1
2497,15625623,Stevenson,France,0,1,Female,567,45,4,0,2,121053.19,0
2498,15748123,Chienezie,France,1,1,Male,613,20,3,0,2,149613.77,0
2499,15648735,Cashin,France,1,1,Male,718,37,8,0,2,142.81,0
2500,15634974,Seppelt,France,0,1,Female,614,37,8,75150.34,4,131766.67,1
2501,15713378,Brownless,France,0,0,Male,711,38,10,0,2,53311.78,0
2502,15753370,McDonald,Germany,1,0,Female,691,38,5,114753.76,1,107665.02,0
2503,15782659,Mamelu,France,1,0,Male,527,32,0,0,1,109523.88,0
2504,15583364,McGregor,France,0,0,Female,476,32,6,111871.93,1,112132.86,0
2505,15625942,McDonald,Spain,0,0,Female,619,45,0,0,2,113645.4,0
2506,15720284,Crawford,Germany,0,0,Female,607,37,4,135927.06,1,180890.4,0
2507,15679642,Feng,Spain,1,1,Male,695,44,8,0,2,70974.13,0
2508,15628007,Genovese,France,0,0,Male,653,33,1,0,2,53379.52,0
2509,15661974,Pirozzi,France,1,1,Male,677,46,2,57037.74,1,158531.01,0
2510,15689341,Gibbs,France,1,0,Female,655,50,10,0,4,179267.94,1
2511,15607993,Milne,France,1,1,Female,625,52,2,79468.96,1,84606.03,0
2512,15693267,Dickson,Germany,1,0,Female,679,34,7,121063.85,1,56984.58,0
2513,15769522,O'Connor,France,1,1,Male,734,51,1,118537.47,1,116912.45,0
2514,15755825,McGuirk,France,1,0,Male,666,39,10,0,2,102999.33,0
2515,15598175,Toscani,Germany,1,0,Female,592,26,4,105082.07,2,132801.57,0
2516,15744327,Ruth,France,1,0,Male,564,40,4,0,1,85455.62,1
2517,15798666,Hughes,France,1,1,Female,814,36,6,0,2,98657.01,0
2518,15577064,Onyekaozulu,Germany,1,0,Male,592,36,2,104702.65,2,107948.72,0
2519,15759436,Aksenov,France,1,1,Female,758,50,2,95813.76,3,67944.09,1
2520,15690231,K'ung,Spain,1,1,Female,612,62,0,167026.61,2,192892.05,0
2521,15751561,Meng,Germany,1,0,Male,498,61,7,102453.26,1,187247.56,1
2522,15739068,Nwoye,Germany,1,1,Male,638,25,4,148045.45,2,114722.42,0
2523,15758056,Calabresi,France,0,0,Male,558,35,1,0,2,111687.57,0
2524,15742269,Milano,France,1,0,Female,756,24,1,0,2,184182.25,0
2525,15726490,Kirby,Spain,1,1,Male,782,52,4,0,1,52759.82,1
2526,15738411,Ho,France,0,1,Male,505,34,10,104498.79,1,126451.14,0
2527,15727919,Chukwuemeka,Spain,0,0,Female,671,29,6,0,2,12048.67,0
2528,15709396,Hale,France,1,1,Male,801,42,6,0,2,95804.33,0
2529,15654106,K?,France,0,1,Male,604,26,8,149542.52,2,197911.52,0
2530,15621653,Rice,France,1,1,Female,716,29,10,87946.39,1,182531.74,0
2531,15598086,Brown,France,1,0,Female,624,45,3,68639.57,1,168002.31,1
2532,15752300,Sagese,Germany,1,1,Male,607,47,4,148826.32,1,79450.61,0
2533,15658693,Aksyonova,France,0,1,Female,827,60,2,0,2,60615.83,0
2534,15631838,Findlay,France,0,1,Male,606,61,5,108166.09,2,8643.21,0
2535,15803804,Walker,Germany,1,0,Female,717,35,5,103214.71,1,172172.7,0
2536,15578809,Hao,Germany,0,0,Male,651,40,1,134760.21,2,174434.06,1
2537,15752026,Hammer,France,0,1,Male,691,58,3,0,1,194930.3,1
2538,15723706,Abbott,France,1,0,Female,573,33,0,90124.64,1,137476.71,0
2539,15752838,Lucas,Spain,1,1,Male,723,38,6,0,2,94415.6,0
2540,15569571,Davydova,Germany,1,0,Female,584,46,6,87361.02,2,120376.87,1
2541,15769703,West,Germany,0,0,Female,550,45,8,111257.59,1,97623.42,1
2542,15679770,Smith,France,0,1,Female,611,61,3,131583.59,4,66238.23,1
2543,15791102,Mai,Germany,1,1,Male,549,41,9,95020.8,3,131710.59,1
2544,15655192,Fiorentino,Spain,0,1,Female,850,24,1,0,2,69052.87,0
2545,15709487,Freeman,Germany,0,0,Male,668,34,5,80242.37,2,56780.97,0
2546,15687130,Nkemjika,France,1,1,Female,686,43,0,0,1,170072.9,0
2547,15755178,Ramos,France,1,1,Male,660,50,1,0,3,191849.15,1
2548,15634772,Mario,Spain,0,1,Female,682,59,0,122661.39,1,84803.76,0
2549,15617197,Chien,France,1,1,Male,524,50,4,0,2,31840.59,1
2550,15631240,Dubinina,France,1,1,Female,645,36,8,0,2,12096.61,1
2551,15784301,Wang,France,1,0,Male,850,42,0,0,2,44165.84,0
2552,15631310,Hsieh,France,1,1,Female,537,53,3,0,1,91406.62,0
2553,15756560,Moran,Spain,1,0,Female,599,46,7,81742.84,2,83282.21,0
2554,15732270,Hung,Spain,1,1,Male,727,71,8,0,1,198446.91,1
2555,15739357,Moss,Spain,0,0,Male,756,30,2,145127.85,1,7554.68,0
2556,15771540,Fedorova,France,1,0,Male,755,38,9,148912.44,1,80416.16,0
2557,15567486,Li,Spain,1,1,Female,634,41,4,0,2,164549.74,0
2558,15714634,Nebechi,France,1,0,Male,837,26,4,89900.24,2,175477.03,0
2559,15727021,Obialo,Germany,1,1,Female,727,30,8,119027.28,2,137903.54,0
2560,15650670,Bateson,Germany,1,0,Female,567,40,2,105222.86,2,93795.86,0
2561,15711834,Long,Spain,0,0,Female,650,30,6,0,1,67997.13,1
2562,15729763,Nelson,Spain,1,1,Male,655,34,1,116114.93,1,49492.15,0
2563,15646566,Bell,France,0,1,Female,763,58,9,187911.55,1,35825.18,0
2564,15645463,Udinese,France,1,1,Female,843,27,5,0,2,67494.23,0
2565,15672144,Mao,France,1,1,Female,667,38,6,144432.04,1,73963.17,1
2566,15596088,Fanucci,France,0,1,Female,705,50,4,77065.9,2,145159.26,0
2567,15614878,Yeh,Germany,1,1,Female,660,29,6,180520.29,1,123850.58,0
2568,15635240,Onuoha,France,0,0,Male,553,42,1,0,2,23822.04,0
2569,15775905,Moore,Germany,1,1,Female,612,47,6,130024.87,1,45750.21,1
2570,15700657,Thornton,Germany,1,0,Female,641,40,2,110086.69,1,159773.14,0
2571,15611905,Warlow-Davies,Spain,1,0,Female,513,31,5,174853.46,1,84238.63,0
2572,15652527,Champion,France,0,1,Male,680,44,7,108724.98,1,72330.46,0
2573,15785865,Mazzanti,France,1,1,Male,711,58,9,91285.13,2,26767.85,0
2574,15645942,Macleod,Spain,1,1,Male,689,40,2,0,2,164768.82,0
2575,15688691,Lei,Germany,0,1,Female,665,51,9,110610.41,2,1112.76,1
2576,15592736,Lucchese,Germany,1,0,Male,551,54,5,102994.04,1,176680.16,1
2577,15673529,Lombardo,Spain,1,0,Male,645,36,4,59893.85,2,43999.64,0
2578,15724145,William,Germany,1,0,Male,616,29,8,149318.55,1,140746.13,0
2579,15704629,Wright,France,0,1,Female,582,32,1,116409.55,1,152790.92,0
2580,15597896,Ozoemena,Germany,1,0,Male,365,30,0,127760.07,1,81537.85,1
2581,15731790,Boyle,Germany,1,1,Female,697,38,6,132591.36,1,7387.8,1
2582,15634719,Chinwendu,France,1,0,Male,704,31,0,0,2,183038.33,0
2583,15703205,Uwaezuoke,France,1,1,Female,656,46,5,113402.14,2,138849.06,0
2584,15567333,Archambault,France,1,0,Female,712,31,7,0,2,170333.38,0
2585,15754537,Ko,France,0,0,Male,748,40,0,0,1,60416.76,0
2586,15612030,Udegbulam,France,1,1,Male,724,28,9,0,2,100240.2,0
2587,15573242,Greene,France,1,1,Male,691,50,6,136953.47,1,2704.98,0
2588,15601892,Hunter,France,0,1,Male,563,33,8,0,2,68815.05,0
2589,15663885,Blinova,France,1,1,Male,741,32,5,0,1,64839.23,0
2590,15701096,De Garis,France,1,0,Male,778,44,8,123863.64,1,144494.94,0
2591,15710450,Okwudiliolisa,Spain,1,1,Male,848,22,7,120811.89,1,185510.34,0
2592,15790846,Ts'ai,Germany,1,1,Male,634,38,2,148430.55,1,56055.72,0
2593,15658956,Tuan,Germany,1,1,Male,505,40,6,47869.69,2,155061.97,0
2594,15755223,Tseng,Germany,0,0,Male,692,53,7,150926.99,2,119817.19,0
2595,15787318,Holmwood,Germany,1,0,Female,537,47,6,103163.35,1,16259.64,1
2596,15737310,Thompson,France,1,0,Male,633,29,10,130206.28,1,184654.87,0
2597,15763665,Y?,France,0,0,Female,833,28,4,136674.51,2,5278.78,0
2598,15668818,Chidubem,Spain,1,1,Female,592,40,2,200322.45,1,113244.73,0
2599,15765812,Trevisani,Spain,1,1,Male,587,48,1,0,2,8908,0
2600,15704844,Hsiung,Spain,0,1,Male,550,62,7,80927.56,1,64490.67,0
2601,15744582,Randall,France,1,0,Female,680,24,10,0,3,154971.63,1
2602,15616700,Leach,Spain,1,1,Female,622,41,9,0,2,155786.39,0
2603,15683521,Godfrey,Germany,1,0,Male,594,28,0,142574.71,2,129084.82,0
2604,15583049,Wallace,Germany,0,1,Female,643,34,7,160426.07,1,188533.11,0
2605,15643752,Wei,France,1,0,Male,540,25,5,116160.23,1,13411.67,0
2606,15620398,Mitchell,Spain,1,0,Female,635,34,5,98683.47,2,15733.19,0
2607,15715707,Light,France,1,1,Male,657,32,3,118829.03,2,73127.61,0
2608,15814209,Capon,France,1,0,Male,814,31,1,118870.92,1,101704.19,0
2609,15733768,Hou,France,1,1,Male,600,32,1,0,1,101986.16,0
2610,15755242,Rowe,France,1,1,Female,682,46,2,0,1,114442.66,0
2611,15729412,Holloway,France,1,1,Male,682,38,4,107192.38,1,15669.17,0
2612,15746564,O'Sullivan,France,1,1,Male,566,42,3,108010.78,1,157486.1,0
2613,15588446,Udinesi,Spain,0,0,Male,550,34,3,0,2,131281.28,0
2614,15665221,Nwebube,France,0,1,Male,630,26,7,129837.72,2,197001.15,0
2615,15640846,Chibueze,Germany,1,0,Female,546,58,3,106458.31,4,128881.87,1
2616,15700209,Walker,France,1,1,Male,486,63,9,97009.15,1,85101,0
2617,15658360,Gregory,Spain,0,0,Male,762,35,9,122929.42,2,149822.04,0
2618,15602735,Kuo,Germany,0,1,Male,692,45,6,152296.83,4,108040.86,1
2619,15724834,Wilson,France,0,0,Female,498,30,1,0,2,135795.53,0
2620,15800062,Lanford,Spain,0,0,Male,850,49,8,0,1,25867.67,1
2621,15685300,Meng,France,1,0,Male,603,35,6,128993.76,2,130483.56,0
2622,15760102,Yeh,France,1,0,Female,551,36,5,0,1,183479.12,0
2623,15787026,Onwuatuegwu,Germany,1,1,Male,627,27,0,185267.45,2,77027.34,0
2624,15653696,Goliwe,France,0,0,Female,515,28,9,0,2,94141.75,0
2625,15788946,Anthony,Spain,0,0,Female,605,29,3,116805.82,1,4092.75,0
2626,15600724,Scott,Germany,1,0,Male,567,29,5,129750.68,1,109257.59,0
2627,15574324,Genovese,Germany,0,1,Female,568,29,2,129177.01,2,104617.99,0
2628,15707144,Onyeorulu,Germany,1,0,Male,571,25,6,82506.72,2,167705.07,0
2629,15775891,Myers,Germany,1,1,Male,634,48,2,107247.69,1,103712.05,1
2630,15711789,Davey,Spain,0,0,Female,768,42,3,0,1,161242.99,1
2631,15600879,Parsons,Germany,1,0,Female,554,36,3,157780.93,2,6089.13,0
2632,15681196,Chikere,France,1,1,Male,629,35,1,172170.36,1,159777.37,0
2633,15716000,Hs?eh,Spain,1,1,Male,638,48,2,0,2,7919.08,0
2634,15766776,Sal,France,1,1,Male,576,41,1,0,1,188274.6,0
2635,15680278,Ts'ai,Spain,1,0,Female,661,42,9,75361.44,1,27608.12,1
2636,15688637,Witt,France,1,1,Female,592,27,4,0,2,183569.25,0
2637,15591179,Skelton,Spain,1,1,Male,702,30,2,0,2,145537.32,0
2638,15677435,Kazantseva,France,1,0,Female,647,29,0,98263.46,2,164717.95,0
2639,15698619,Bowhay,France,1,1,Male,593,43,9,0,2,76357.43,0
2640,15581036,Beyer,Germany,1,0,Female,712,40,3,109308.79,2,120158.72,1
2641,15622117,Fries,Spain,1,0,Female,625,31,8,0,2,151843.54,0
2642,15599301,Tao,Germany,0,1,Female,538,28,6,164365.44,1,5698.97,0
2643,15581548,Kaodilinakachukwu,Spain,1,0,Female,637,22,5,98800,1,122865.55,0
2644,15586870,Ni,France,1,1,Male,632,27,4,193125.85,1,152665.85,0
2645,15735263,Hsueh,France,0,1,Male,736,27,5,51522.75,1,192131.77,0
2646,15765322,Connely,France,1,1,Male,755,23,5,84284.48,2,62851.6,0
2647,15582944,Becker,Spain,1,0,Female,425,39,5,0,2,140941.47,0
2648,15687162,Clayton,France,0,0,Male,461,51,9,119889.84,1,56767.67,1
2649,15644962,Connolly,France,1,1,Male,745,21,4,137910.45,1,177235.23,0
2650,15612615,Graham,France,1,0,Female,616,37,6,0,2,86242.18,0
